exec_date,index,entity,year,period,total
2020-12-15 09:28:27.533046,213,13000,2017,6,4.6113
2020-12-15 09:28:27.533046,214,13000,2017,7,3.1674
2020-12-15 09:28:27.533046,215,13000,2017,8,3.1674
2020-12-15 09:28:27.533046,216,13000,2017,9,3.3071
2020-12-15 09:28:27.533046,217,13000,2017,10,3.2139
2020-12-15 09:28:27.533046,218,13000,2017,11,3.9592
2020-12-15 09:28:27.533046,219,13000,2017,12,3.3071
2020-12-15 09:28:27.533046,220,13000,2017,13,4.0524
2020-12-15 09:28:27.533046,221,13000,2018,1,1.7038
2020-12-15 09:28:27.533046,222,13000,2018,2,2.9011
2020-12-15 09:28:27.533046,223,13000,2018,3,5.0194
2020-12-15 09:28:27.533046,224,13000,2018,4,4.651
2020-12-15 09:28:27.533046,225,13000,2018,5,4.1905
2020-12-15 09:28:27.533046,226,13000,2018,6,3.1774
2020-12-15 09:28:27.533046,227,13000,2018,7,4.1905
2020-12-15 09:28:27.533046,228,13000,2018,8,4.4208
2020-12-15 09:28:27.533046,229,13000,2018,9,4.5129
2020-12-15 09:28:27.533046,230,13000,2018,10,4.2366
2020-12-15 09:28:27.533046,231,13000,2018,11,2.9472
2020-12-15 09:28:27.533046,232,13000,2018,12,2.5788
2020-12-15 09:28:27.533046,233,13000,2018,13,3.3616
2020-12-15 09:28:27.533046,234,13000,2019,1,2.0038
2020-12-15 09:28:27.533046,235,13000,2019,2,3.0968
2020-12-15 09:28:27.533046,236,13000,2019,3,3.8255
2020-12-15 09:28:27.533046,237,13000,2019,4,4.3264
2020-12-15 09:28:27.533046,238,13000,2019,5,3.1423
2020-12-15 09:28:27.533046,239,13000,2019,6,3.6888
2020-12-15 09:28:27.533046,240,13000,2019,7,3.4156
2020-12-15 09:28:27.533046,241,13000,2019,8,3.8255
2020-12-15 09:28:27.533046,242,13000,2019,9,3.0057
2020-12-15 09:28:27.533046,243,13000,2019,10,3.4156
2020-12-15 09:28:27.533046,244,13000,2019,11,2.4592
2020-12-15 09:28:27.533046,245,13000,2019,12,3.4611
2020-12-15 09:28:27.533046,246,13000,2019,13,4.3264
