date,entity,year,period,value,forecast,ci_inf,ci_sup
2020-09-06,70001,2020.0,6.0,,13,9.884983207411715,15.164763883668137
2020-09-06,73000,2020.0,6.0,,83,55.55924635329975,110.6801571127267
2020-09-06,73001,2020.0,6.0,,40,0.0,2124882371.3495529
2020-09-06,76000,2020.0,6.0,,107,0.0,219.52355032113934
2020-09-06,76001,2020.0,6.0,,107,65.08640967025755,149.41077852226698
2020-09-06,81000,2020.0,6.0,,0,0.0,17.377580794235303
2020-09-06,81001,2020.0,6.0,,3,0.0,7.879871130320162
2020-09-06,85000,2020.0,6.0,,20,14.980935242519179,24.539919314647904
2020-09-06,85001,2020.0,6.0,,15,8.633002919888009,20.658667322896797
2020-09-06,86000,2020.0,6.0,,26,6.675626588019792,45.027365442001596
2020-09-06,86001,2020.0,6.0,,9,0.0,19.68581932546926
2020-09-06,88000,2020.0,6.0,,1,0.0,1.8519623851478042
2020-09-06,88001,2020.0,6.0,,1,0.0,2.1693395284772095
2020-09-06,91000,2020.0,6.0,,6,2.8983742115645934,9.768285550237565
2020-09-06,91001,2020.0,6.0,,7,5.151904410373455,9.398637880013325
2020-09-06,94000,2020.0,6.0,,0,0.0,7934748899.962132
2020-09-06,94001,2020.0,6.0,,1,0.0,3.5956664912668463
2020-09-06,95000,2020.0,6.0,,3,0.33530246255631146,5.545886754003696
2020-09-06,95001,2020.0,6.0,,3,0.0,5.787116579338471
2020-09-06,97000,2020.0,6.0,,9,3.7038608076656088,14.680840360494713
2020-09-06,97001,2020.0,6.0,,6,3.6704836512524146,8.477869060565922
2020-09-06,99000,2020.0,6.0,,1,0.0,4.030807543266228
2020-09-06,99001,2020.0,6.0,,0,0.0,0.0
2020-10-04,00000,2020.0,7.0,,0,0.0,0.0
2020-10-04,05000,2020.0,7.0,,308,173.09939687439484,443.07896507247915
2020-10-04,05001,2020.0,7.0,,152,100.11553585547111,203.55535928322317
2020-10-04,08000,2020.0,7.0,,78,45.20120208629179,110.69108001151302
2020-10-04,08001,2020.0,7.0,,22,0.0,47.74619642254409
2020-10-04,11001,2020.0,7.0,,0,0.0,41.91552498566105
2020-10-04,13000,2020.0,7.0,,36,1.940691090269027,69.2570097178641
2020-10-04,13001,2020.0,7.0,,0,0.0,0.0
2020-10-04,15000,2020.0,7.0,,48,32.87828142707333,62.35165706420376
2020-10-04,15001,2020.0,7.0,,9,1.7039933508804985,15.817538047445549
2020-10-04,17000,2020.0,7.0,,105,80.29970110514581,128.70991377995858
2020-10-04,17001,2020.0,7.0,,62,45.472634401157705,77.63355281216937
2020-10-04,18000,2020.0,7.0,,21,14.274271831765926,28.00930951268437
2020-10-04,18001,2020.0,7.0,,11,0.0,23.998097198902137
2020-10-04,19000,2020.0,7.0,,51,35.696620179501075,66.48006737112233
2020-10-04,19001,2020.0,7.0,,26,16.043565219686606,36.20750992673095
2020-10-04,20000,2020.0,7.0,,45,27.87227507106959,61.82419382614461
2020-10-04,20001,2020.0,7.0,,21,14.721376209911844,27.926868451513926
2020-10-04,23000,2020.0,7.0,,57,56.69593083108251,56.70702000764177
2020-10-04,23001,2020.0,7.0,,22,15.663043385236277,28.338860400723547
2020-10-04,25000,2020.0,7.0,,89,9.672625974560972,168.85973053806896
2020-10-04,27000,2020.0,7.0,,0,0.0,16418879889.814735
2020-10-04,27001,2020.0,7.0,,1,0.0,7.189888622549832
2020-10-04,41000,2020.0,7.0,,28,18.8634514823953,36.50731318005652
2020-10-04,41001,2020.0,7.0,,15,7.532203405615966,22.5749152998244
2020-10-04,44000,2020.0,7.0,,24,18.844577708202046,28.921083587180483
2020-10-04,44001,2020.0,7.0,,5,2.030503518916771,8.164964158502201
2020-10-04,47000,2020.0,7.0,,31,29.07297386273306,33.09579830908146
2020-10-04,47001,2020.0,7.0,,28,22.08374246578506,33.91820019122507
2020-10-04,50000,2020.0,7.0,,52,38.85742317741297,65.30306792287193
2020-10-04,50001,2020.0,7.0,,4,0.0,22.340332352518153
2020-10-04,52000,2020.0,7.0,,140,91.1562172098858,189.59754590218344
2020-10-04,52001,2020.0,7.0,,44,28.6687897133461,59.37039565595448
2020-10-04,54000,2020.0,7.0,,59,40.990682211701206,77.70584722942735
2020-10-04,54001,2020.0,7.0,,23,13.243192220058447,31.956005842697053
2020-10-04,63000,2020.0,7.0,,30,9.750124554121214,49.55936842259377
2020-10-04,63001,2020.0,7.0,,24,18.57695243504173,29.57582454855714
2020-10-04,66000,2020.0,7.0,,59,32.43617806641733,86.2799262500623
2020-10-04,66001,2020.0,7.0,,19,7.829712000866504,30.554661402326207
2020-10-04,68000,2020.0,7.0,,54,22.34115807712045,85.59534638397045
2020-10-04,68001,2020.0,7.0,,20,12.762409014404374,28.150221979641174
2020-10-04,70000,2020.0,7.0,,31,0.0,1024616667.4766608
2020-10-04,70001,2020.0,7.0,,0,0.0,0.08875322007660102
2020-10-04,73000,2020.0,7.0,,71,43.837897723961326,98.97202677625614
2020-10-04,73001,2020.0,7.0,,40,0.0,2125209995.6545138
2020-10-04,76000,2020.0,7.0,,130,6.171763784632319,252.91277204919845
2020-10-04,76001,2020.0,7.0,,105,59.69770399008175,149.4357679544573
2020-10-04,81000,2020.0,7.0,,6,0.0,25.824153995877502
2020-10-04,81001,2020.0,7.0,,1,0.0,6.131212069953669
2020-10-04,85000,2020.0,7.0,,19,13.91701481440536,23.615425768855037
2020-10-04,85001,2020.0,7.0,,14,8.168387543864721,20.479775925716936
2020-10-04,86000,2020.0,7.0,,31,10.217796623070235,52.00294846290492
2020-10-04,86001,2020.0,7.0,,10,0.0,22.108591601514366
2020-10-04,88000,2020.0,7.0,,0,0.0,1.5427075262715584
2020-10-04,88001,2020.0,7.0,,0,0.0,1.3593615583642586
2020-10-04,91000,2020.0,7.0,,5,1.8983747565111373,8.76828609518411
2020-10-04,91001,2020.0,7.0,,2,0.11647261285994359,4.364123755866071
2020-10-04,94000,2020.0,7.0,,4,0.0,7954589402.554901
2020-10-04,94001,2020.0,7.0,,2,0.0,4.9740537932908
2020-10-04,95000,2020.0,7.0,,3,0.2926769630107926,5.716965962190068
2020-10-04,95001,2020.0,7.0,,3,0.2816765776465777,6.527646427345702
2020-10-04,97000,2020.0,7.0,,2,0.0,7.609726094699955
