department,date,value
CALDAS,1/28/2018,4
CAQUETA,1/28/2018,5
CASANARE,1/28/2018,0
CAUCA,1/28/2018,9
CESAR,1/28/2018,4
CHOCO,1/28/2018,1
CORDOBA,1/28/2018,7
CUNDINAMARCA,1/28/2018,3
GUAINIA,1/28/2018,1
GUAVIARE,1/28/2018,1
HUILA,1/28/2018,4
LA GUAJIRA,1/28/2018,9
MAGDALENA,1/28/2018,8
META,1/28/2018,3
NARIÑO,1/28/2018,3
NORTE SANTANDER,1/28/2018,8
PUTUMAYO,1/28/2018,2
QUINDIO,1/28/2018,2
RISARALDA,1/28/2018,3
SAN ANDRES,1/28/2018,0
SANTANDER,1/28/2018,5
SUCRE,1/28/2018,5
TOLIMA,1/28/2018,9
VALLE DEL CAUCA,1/28/2018,13
VAUPES,1/28/2018,0
VICHADA,1/28/2018,2
AMAZONAS,2/4/2018,0
ANTIOQUIA,2/4/2018,20
ARAUCA,2/4/2018,3
ATLANTICO,2/4/2018,14
BOGOTA,2/4/2018,29
BOLIVAR,2/4/2018,7
BOYACA,2/4/2018,1
CALDAS,2/4/2018,2
CAQUETA,2/4/2018,5
CASANARE,2/4/2018,1
CAUCA,2/4/2018,6
CESAR,2/4/2018,5
CHOCO,2/4/2018,2
CORDOBA,2/4/2018,9
CUNDINAMARCA,2/4/2018,6
GUAINIA,2/4/2018,0
GUAVIARE,2/4/2018,0
HUILA,2/4/2018,7
LA GUAJIRA,2/4/2018,4
MAGDALENA,2/4/2018,10
META,2/4/2018,5
NARIÑO,2/4/2018,5
NORTE SANTANDER,2/4/2018,3
PUTUMAYO,2/4/2018,1
QUINDIO,2/4/2018,1
RISARALDA,2/4/2018,2
SAN ANDRES,2/4/2018,0
SANTANDER,2/4/2018,5
SUCRE,2/4/2018,3
TOLIMA,2/4/2018,3
VALLE DEL CAUCA,2/4/2018,11
VAUPES,2/4/2018,0
VICHADA,2/4/2018,0
AMAZONAS,2/11/2018,3
ANTIOQUIA,2/11/2018,19
ARAUCA,2/11/2018,1
ATLANTICO,2/11/2018,10
BOGOTA,2/11/2018,25
BOLIVAR,2/11/2018,12
BOYACA,2/11/2018,3
CALDAS,2/11/2018,5
CAQUETA,2/11/2018,3
CASANARE,2/11/2018,0
CAUCA,2/11/2018,8
CESAR,2/11/2018,5
CHOCO,2/11/2018,4
CORDOBA,2/11/2018,14
CUNDINAMARCA,2/11/2018,5
GUAINIA,2/11/2018,0
GUAVIARE,2/11/2018,0
HUILA,2/11/2018,9
LA GUAJIRA,2/11/2018,7
MAGDALENA,2/11/2018,5
META,2/11/2018,4
NARIÑO,2/11/2018,8
NORTE SANTANDER,2/11/2018,6
PUTUMAYO,2/11/2018,2
QUINDIO,2/11/2018,1
RISARALDA,2/11/2018,2
SAN ANDRES,2/11/2018,0
SANTANDER,2/11/2018,8
SUCRE,2/11/2018,2
TOLIMA,2/11/2018,6
VALLE DEL CAUCA,2/11/2018,20
VAUPES,2/11/2018,0
VICHADA,2/11/2018,1
AMAZONAS,2/18/2018,0
ANTIOQUIA,2/18/2018,21
ARAUCA,2/18/2018,1
ATLANTICO,2/18/2018,12
BOGOTA,2/18/2018,22
BOLIVAR,2/18/2018,12
BOYACA,2/18/2018,2
CALDAS,2/18/2018,4
CAQUETA,2/18/2018,1
CASANARE,2/18/2018,3
CAUCA,2/18/2018,7
CESAR,2/18/2018,8
CHOCO,2/18/2018,3
CORDOBA,2/18/2018,6
CUNDINAMARCA,2/18/2018,10
GUAINIA,2/18/2018,0
GUAVIARE,2/18/2018,0
HUILA,2/18/2018,3
LA GUAJIRA,2/18/2018,6
MAGDALENA,2/18/2018,10
META,2/18/2018,4
NARIÑO,2/18/2018,1
NORTE SANTANDER,2/18/2018,4
PUTUMAYO,2/18/2018,2
QUINDIO,2/18/2018,0
RISARALDA,2/18/2018,3
SAN ANDRES,2/18/2018,1
SANTANDER,2/18/2018,7
SUCRE,2/18/2018,7
TOLIMA,2/18/2018,8
VALLE DEL CAUCA,2/18/2018,16
VAUPES,2/18/2018,0
VICHADA,2/18/2018,1
AMAZONAS,2/25/2018,0
ANTIOQUIA,2/25/2018,27
ARAUCA,2/25/2018,0
ATLANTICO,2/25/2018,8
BOGOTA,2/25/2018,23
BOLIVAR,2/25/2018,22
BOYACA,2/25/2018,2
CALDAS,2/25/2018,2
CAQUETA,2/25/2018,2
CASANARE,2/25/2018,0
CAUCA,2/25/2018,6
CESAR,2/25/2018,7
CHOCO,2/25/2018,5
CORDOBA,2/25/2018,10
CUNDINAMARCA,2/25/2018,7
GUAINIA,2/25/2018,0
GUAVIARE,2/25/2018,1
HUILA,2/25/2018,7
LA GUAJIRA,2/25/2018,5
MAGDALENA,2/25/2018,5
META,2/25/2018,4
NARIÑO,2/25/2018,7
NORTE SANTANDER,2/25/2018,3
PUTUMAYO,2/25/2018,1
QUINDIO,2/25/2018,0
RISARALDA,2/25/2018,8
SAN ANDRES,2/25/2018,1
SANTANDER,2/25/2018,7
SUCRE,2/25/2018,3
TOLIMA,2/25/2018,6
VALLE DEL CAUCA,2/25/2018,17
VAUPES,2/25/2018,0
VICHADA,2/25/2018,0
AMAZONAS,3/4/2018,0
ANTIOQUIA,3/4/2018,22
ARAUCA,3/4/2018,2
ATLANTICO,3/4/2018,16
BOGOTA,3/4/2018,30
BOLIVAR,3/4/2018,10
BOYACA,3/4/2018,4
CALDAS,3/4/2018,2
CAQUETA,3/4/2018,2
CASANARE,3/4/2018,3
CAUCA,3/4/2018,7
CESAR,3/4/2018,5
CHOCO,3/4/2018,4
CORDOBA,3/4/2018,15
CUNDINAMARCA,3/4/2018,11
GUAINIA,3/4/2018,0
GUAVIARE,3/4/2018,0
HUILA,3/4/2018,4
LA GUAJIRA,3/4/2018,8
MAGDALENA,3/4/2018,8
META,3/4/2018,4
NARIÑO,3/4/2018,14
NORTE SANTANDER,3/4/2018,2
PUTUMAYO,3/4/2018,1
QUINDIO,3/4/2018,3
RISARALDA,3/4/2018,1
SAN ANDRES,3/4/2018,1
SANTANDER,3/4/2018,11
SUCRE,3/4/2018,4
TOLIMA,3/4/2018,4
VALLE DEL CAUCA,3/4/2018,19
VAUPES,3/4/2018,2
VICHADA,3/4/2018,0
AMAZONAS,3/11/2018,0
ANTIOQUIA,3/11/2018,16
ARAUCA,3/11/2018,1
ATLANTICO,3/11/2018,14
BOGOTA,3/11/2018,22
BOLIVAR,3/11/2018,14
BOYACA,3/11/2018,2
CALDAS,3/11/2018,0
CAQUETA,3/11/2018,0
CASANARE,3/11/2018,0
CAUCA,3/11/2018,7
CESAR,3/11/2018,6
CHOCO,3/11/2018,1
CORDOBA,3/11/2018,18
CUNDINAMARCA,3/11/2018,8
GUAINIA,3/11/2018,0
GUAVIARE,3/11/2018,0
HUILA,3/11/2018,6
LA GUAJIRA,3/11/2018,3
MAGDALENA,3/11/2018,9
META,3/11/2018,2
NARIÑO,3/11/2018,6
NORTE SANTANDER,3/11/2018,5
PUTUMAYO,3/11/2018,1
QUINDIO,3/11/2018,2
RISARALDA,3/11/2018,4
SAN ANDRES,3/11/2018,0
SANTANDER,3/11/2018,8
SUCRE,3/11/2018,4
TOLIMA,3/11/2018,5
VALLE DEL CAUCA,3/11/2018,22
VAUPES,3/11/2018,0
VICHADA,3/11/2018,3
AMAZONAS,3/18/2018,2
ANTIOQUIA,3/18/2018,17
ARAUCA,3/18/2018,4
ATLANTICO,3/18/2018,12
BOGOTA,3/18/2018,25
BOLIVAR,3/18/2018,11
BOYACA,3/18/2018,5
CALDAS,3/18/2018,1
CAQUETA,3/18/2018,0
CASANARE,3/18/2018,3
CAUCA,3/18/2018,7
CESAR,3/18/2018,8
CHOCO,3/18/2018,7
CORDOBA,3/18/2018,13
CUNDINAMARCA,3/18/2018,4
GUAINIA,3/18/2018,0
GUAVIARE,3/18/2018,0
HUILA,3/18/2018,4
LA GUAJIRA,3/18/2018,3
MAGDALENA,3/18/2018,6
META,3/18/2018,2
NARIÑO,3/18/2018,7
NORTE SANTANDER,3/18/2018,3
PUTUMAYO,3/18/2018,0
QUINDIO,3/18/2018,3
RISARALDA,3/18/2018,1
SAN ANDRES,3/18/2018,0
SANTANDER,3/18/2018,5
SUCRE,3/18/2018,3
TOLIMA,3/18/2018,7
VALLE DEL CAUCA,3/18/2018,14
VAUPES,3/18/2018,0
VICHADA,3/18/2018,1
AMAZONAS,3/25/2018,1
ANTIOQUIA,3/25/2018,16
ARAUCA,3/25/2018,1
ATLANTICO,3/25/2018,17
BOGOTA,3/25/2018,22
BOLIVAR,3/25/2018,7
BOYACA,3/25/2018,3
CALDAS,3/25/2018,2
CAQUETA,3/25/2018,1
CASANARE,3/25/2018,1
CAUCA,3/25/2018,9
CESAR,3/25/2018,8
CHOCO,3/25/2018,3
CORDOBA,3/25/2018,11
CUNDINAMARCA,3/25/2018,7
GUAINIA,3/25/2018,0
GUAVIARE,3/25/2018,0
HUILA,3/25/2018,2
LA GUAJIRA,3/25/2018,4
MAGDALENA,3/25/2018,7
META,3/25/2018,3
NARIÑO,3/25/2018,3
NORTE SANTANDER,3/25/2018,4
PUTUMAYO,3/25/2018,1
QUINDIO,3/25/2018,0
RISARALDA,3/25/2018,2
SAN ANDRES,3/25/2018,1
SANTANDER,3/25/2018,4
SUCRE,3/25/2018,6
TOLIMA,3/25/2018,3
VALLE DEL CAUCA,3/25/2018,17
VAUPES,3/25/2018,0
VICHADA,3/25/2018,1
AMAZONAS,4/1/2018,1
ANTIOQUIA,4/1/2018,21
ARAUCA,4/1/2018,1
ATLANTICO,4/1/2018,15
BOGOTA,4/1/2018,22
BOLIVAR,4/1/2018,7
BOYACA,4/1/2018,6
CALDAS,4/1/2018,1
CAQUETA,4/1/2018,0
CASANARE,4/1/2018,0
CAUCA,4/1/2018,6
CESAR,4/1/2018,5
CHOCO,4/1/2018,3
CORDOBA,4/1/2018,16
CUNDINAMARCA,4/1/2018,12
GUAINIA,4/1/2018,1
GUAVIARE,4/1/2018,1
HUILA,4/1/2018,9
LA GUAJIRA,4/1/2018,7
MAGDALENA,4/1/2018,4
META,4/1/2018,4
NARIÑO,4/1/2018,9
NORTE SANTANDER,4/1/2018,6
PUTUMAYO,4/1/2018,2
QUINDIO,4/1/2018,1
RISARALDA,4/1/2018,2
SAN ANDRES,4/1/2018,2
SANTANDER,4/1/2018,5
SUCRE,4/1/2018,3
TOLIMA,4/1/2018,5
VALLE DEL CAUCA,4/1/2018,7
VAUPES,4/1/2018,0
VICHADA,4/1/2018,2
AMAZONAS,4/8/2018,0
ANTIOQUIA,4/8/2018,24
ARAUCA,4/8/2018,0
ATLANTICO,4/8/2018,8
BOGOTA,4/8/2018,23
BOLIVAR,4/8/2018,8
BOYACA,4/8/2018,8
CALDAS,4/8/2018,1
CAQUETA,4/8/2018,2
CASANARE,4/8/2018,1
CAUCA,4/8/2018,7
CESAR,4/8/2018,7
CHOCO,4/8/2018,5
CORDOBA,4/8/2018,8
CUNDINAMARCA,4/8/2018,10
GUAINIA,4/8/2018,0
GUAVIARE,4/8/2018,0
HUILA,4/8/2018,4
LA GUAJIRA,4/8/2018,5
MAGDALENA,4/8/2018,1
META,4/8/2018,7
NARIÑO,4/8/2018,6
NORTE SANTANDER,4/8/2018,2
PUTUMAYO,4/8/2018,2
QUINDIO,4/8/2018,1
RISARALDA,4/8/2018,3
SAN ANDRES,4/8/2018,1
SANTANDER,4/8/2018,7
SUCRE,4/8/2018,2
TOLIMA,4/8/2018,2
VALLE DEL CAUCA,4/8/2018,10
VAUPES,4/8/2018,0
VICHADA,4/8/2018,1
AMAZONAS,4/15/2018,2
ANTIOQUIA,4/15/2018,33
ARAUCA,4/15/2018,0
ATLANTICO,4/15/2018,17
BOGOTA,4/15/2018,27
BOLIVAR,4/15/2018,9
BOYACA,4/15/2018,4
CALDAS,4/15/2018,2
CAQUETA,4/15/2018,0
CASANARE,4/15/2018,1
CAUCA,4/15/2018,8
CESAR,4/15/2018,5
CHOCO,4/15/2018,1
CORDOBA,4/15/2018,8
CUNDINAMARCA,4/15/2018,10
GUAINIA,4/15/2018,1
GUAVIARE,4/15/2018,0
HUILA,4/15/2018,8
LA GUAJIRA,4/15/2018,10
MAGDALENA,4/15/2018,6
META,4/15/2018,1
NARIÑO,4/15/2018,5
NORTE SANTANDER,4/15/2018,5
PUTUMAYO,4/15/2018,2
QUINDIO,4/15/2018,1
RISARALDA,4/15/2018,1
SAN ANDRES,4/15/2018,0
SANTANDER,4/15/2018,1
SUCRE,4/15/2018,2
TOLIMA,4/15/2018,12
VALLE DEL CAUCA,4/15/2018,17
VAUPES,4/15/2018,0
VICHADA,4/15/2018,3
AMAZONAS,4/22/2018,5
ANTIOQUIA,4/22/2018,32
ARAUCA,4/22/2018,2
ATLANTICO,4/22/2018,7
BOGOTA,4/22/2018,32
BOLIVAR,4/22/2018,9
BOYACA,4/22/2018,3
CALDAS,4/22/2018,3
CAQUETA,4/22/2018,1
CASANARE,4/22/2018,0
CAUCA,4/22/2018,7
CESAR,4/22/2018,9
CHOCO,4/22/2018,2
CORDOBA,4/22/2018,5
CUNDINAMARCA,4/22/2018,6
GUAINIA,4/22/2018,0
GUAVIARE,4/22/2018,0
HUILA,4/22/2018,4
LA GUAJIRA,4/22/2018,7
MAGDALENA,4/22/2018,5
META,4/22/2018,5
NARIÑO,4/22/2018,5
NORTE SANTANDER,4/22/2018,3
PUTUMAYO,4/22/2018,0
QUINDIO,4/22/2018,4
RISARALDA,4/22/2018,3
SAN ANDRES,4/22/2018,0
SANTANDER,4/22/2018,5
SUCRE,4/22/2018,6
TOLIMA,4/22/2018,3
VALLE DEL CAUCA,4/22/2018,17
VAUPES,4/22/2018,0
VICHADA,4/22/2018,1
AMAZONAS,4/29/2018,1
ANTIOQUIA,4/29/2018,19
ARAUCA,4/29/2018,2
ATLANTICO,4/29/2018,11
BOGOTA,4/29/2018,21
BOLIVAR,4/29/2018,12
BOYACA,4/29/2018,3
CALDAS,4/29/2018,3
CAQUETA,4/29/2018,3
CASANARE,4/29/2018,1
CAUCA,4/29/2018,3
CESAR,4/29/2018,6
CHOCO,4/29/2018,3
CORDOBA,4/29/2018,11
CUNDINAMARCA,4/29/2018,12
GUAINIA,4/29/2018,0
GUAVIARE,4/29/2018,0
HUILA,4/29/2018,6
LA GUAJIRA,4/29/2018,3
MAGDALENA,4/29/2018,7
META,4/29/2018,1
NARIÑO,4/29/2018,4
NORTE SANTANDER,4/29/2018,4
PUTUMAYO,4/29/2018,0
QUINDIO,4/29/2018,2
RISARALDA,4/29/2018,3
SAN ANDRES,4/29/2018,0
SANTANDER,4/29/2018,7
SUCRE,4/29/2018,6
TOLIMA,4/29/2018,5
VALLE DEL CAUCA,4/29/2018,17
VAUPES,4/29/2018,1
VICHADA,4/29/2018,0
AMAZONAS,5/6/2018,0
ANTIOQUIA,5/6/2018,25
ARAUCA,5/6/2018,2
ATLANTICO,5/6/2018,11
BOGOTA,5/6/2018,21
BOLIVAR,5/6/2018,10
BOYACA,5/6/2018,3
CALDAS,5/6/2018,2
CAQUETA,5/6/2018,0
CASANARE,5/6/2018,2
CAUCA,5/6/2018,6
CESAR,5/6/2018,13
CHOCO,5/6/2018,1
CORDOBA,5/6/2018,19
CUNDINAMARCA,5/6/2018,8
GUAINIA,5/6/2018,0
GUAVIARE,5/6/2018,0
HUILA,5/6/2018,4
LA GUAJIRA,5/6/2018,7
MAGDALENA,5/6/2018,9
META,5/6/2018,1
NARIÑO,5/6/2018,5
NORTE SANTANDER,5/6/2018,7
PUTUMAYO,5/6/2018,2
QUINDIO,5/6/2018,2
RISARALDA,5/6/2018,0
SAN ANDRES,5/6/2018,0
SANTANDER,5/6/2018,11
SUCRE,5/6/2018,7
TOLIMA,5/6/2018,2
VALLE DEL CAUCA,5/6/2018,9
VAUPES,5/6/2018,0
VICHADA,5/6/2018,0
AMAZONAS,5/13/2018,2
ANTIOQUIA,5/13/2018,23
ARAUCA,5/13/2018,0
ATLANTICO,5/13/2018,11
BOGOTA,5/13/2018,28
BOLIVAR,5/13/2018,13
BOYACA,5/13/2018,3
CALDAS,5/13/2018,2
CAQUETA,5/13/2018,1
CASANARE,5/13/2018,0
CAUCA,5/13/2018,8
CESAR,5/13/2018,6
CHOCO,5/13/2018,1
CORDOBA,5/13/2018,21
CUNDINAMARCA,5/13/2018,7
GUAINIA,5/13/2018,0
GUAVIARE,5/13/2018,0
HUILA,5/13/2018,6
LA GUAJIRA,5/13/2018,9
MAGDALENA,5/13/2018,6
META,5/13/2018,1
NARIÑO,5/13/2018,4
NORTE SANTANDER,5/13/2018,4
PUTUMAYO,5/13/2018,1
QUINDIO,5/13/2018,1
RISARALDA,5/13/2018,3
SAN ANDRES,5/13/2018,0
SANTANDER,5/13/2018,5
SUCRE,5/13/2018,3
TOLIMA,5/13/2018,4
VALLE DEL CAUCA,5/13/2018,14
VAUPES,5/13/2018,0
VICHADA,5/13/2018,0
AMAZONAS,5/20/2018,1
ANTIOQUIA,5/20/2018,24
ARAUCA,5/20/2018,0
ATLANTICO,5/20/2018,9
BOGOTA,5/20/2018,28
BOLIVAR,5/20/2018,7
BOYACA,5/20/2018,9
CALDAS,5/20/2018,0
CAQUETA,5/20/2018,0
CASANARE,5/20/2018,3
CAUCA,5/20/2018,5
CESAR,5/20/2018,7
CHOCO,5/20/2018,4
CORDOBA,5/20/2018,3
CUNDINAMARCA,5/20/2018,7
GUAINIA,5/20/2018,0
GUAVIARE,5/20/2018,0
HUILA,5/20/2018,7
LA GUAJIRA,5/20/2018,8
MAGDALENA,5/20/2018,2
META,5/20/2018,3
NARIÑO,5/20/2018,3
NORTE SANTANDER,5/20/2018,7
PUTUMAYO,5/20/2018,5
QUINDIO,5/20/2018,0
RISARALDA,5/20/2018,1
SAN ANDRES,5/20/2018,0
SANTANDER,5/20/2018,7
SUCRE,5/20/2018,6
TOLIMA,5/20/2018,4
VALLE DEL CAUCA,5/20/2018,18
VAUPES,5/20/2018,0
VICHADA,5/20/2018,1
AMAZONAS,5/27/2018,2
ANTIOQUIA,5/27/2018,24
ARAUCA,5/27/2018,1
ATLANTICO,5/27/2018,10
BOGOTA,5/27/2018,23
BOLIVAR,5/27/2018,11
BOYACA,5/27/2018,4
CALDAS,5/27/2018,5
CAQUETA,5/27/2018,1
CASANARE,5/27/2018,0
CAUCA,5/27/2018,2
CESAR,5/27/2018,7
CHOCO,5/27/2018,5
CORDOBA,5/27/2018,12
CUNDINAMARCA,5/27/2018,7
GUAINIA,5/27/2018,1
GUAVIARE,5/27/2018,1
HUILA,5/27/2018,1
LA GUAJIRA,5/27/2018,10
MAGDALENA,5/27/2018,7
META,5/27/2018,3
NARIÑO,5/27/2018,3
NORTE SANTANDER,5/27/2018,9
PUTUMAYO,5/27/2018,1
QUINDIO,5/27/2018,1
RISARALDA,5/27/2018,0
SAN ANDRES,5/27/2018,0
SANTANDER,5/27/2018,3
SUCRE,5/27/2018,4
TOLIMA,5/27/2018,8
VALLE DEL CAUCA,5/27/2018,15
VAUPES,5/27/2018,0
VICHADA,5/27/2018,1
AMAZONAS,6/3/2018,2
ANTIOQUIA,6/3/2018,20
ARAUCA,6/3/2018,0
ATLANTICO,6/3/2018,18
BOGOTA,6/3/2018,22
BOLIVAR,6/3/2018,9
BOYACA,6/3/2018,3
CALDAS,6/3/2018,0
CAQUETA,6/3/2018,5
CASANARE,6/3/2018,2
CAUCA,6/3/2018,4
CESAR,6/3/2018,6
CHOCO,6/3/2018,2
CORDOBA,6/3/2018,6
CUNDINAMARCA,6/3/2018,4
GUAINIA,6/3/2018,0
GUAVIARE,6/3/2018,1
HUILA,6/3/2018,4
LA GUAJIRA,6/3/2018,7
MAGDALENA,6/3/2018,13
META,6/3/2018,1
NARIÑO,6/3/2018,7
NORTE SANTANDER,6/3/2018,3
PUTUMAYO,6/3/2018,1
QUINDIO,6/3/2018,1
RISARALDA,6/3/2018,2
SAN ANDRES,6/3/2018,0
SANTANDER,6/3/2018,7
SUCRE,6/3/2018,5
TOLIMA,6/3/2018,1
VALLE DEL CAUCA,6/3/2018,13
VAUPES,6/3/2018,0
VICHADA,6/3/2018,0
AMAZONAS,6/10/2018,0
ANTIOQUIA,6/10/2018,20
ARAUCA,6/10/2018,0
ATLANTICO,6/10/2018,13
BOGOTA,6/10/2018,34
BOLIVAR,6/10/2018,8
BOYACA,6/10/2018,4
CALDAS,6/10/2018,1
CAQUETA,6/10/2018,2
CASANARE,6/10/2018,1
CAUCA,6/10/2018,7
CESAR,6/10/2018,5
CHOCO,6/10/2018,5
CORDOBA,6/10/2018,10
CUNDINAMARCA,6/10/2018,14
GUAINIA,6/10/2018,0
GUAVIARE,6/10/2018,0
HUILA,6/10/2018,5
LA GUAJIRA,6/10/2018,1
MAGDALENA,6/10/2018,7
META,6/10/2018,5
NARIÑO,6/10/2018,4
NORTE SANTANDER,6/10/2018,6
PUTUMAYO,6/10/2018,1
QUINDIO,6/10/2018,0
RISARALDA,6/10/2018,3
SAN ANDRES,6/10/2018,0
SANTANDER,6/10/2018,6
SUCRE,6/10/2018,4
TOLIMA,6/10/2018,3
VALLE DEL CAUCA,6/10/2018,13
VAUPES,6/10/2018,0
VICHADA,6/10/2018,0
AMAZONAS,6/17/2018,0
ANTIOQUIA,6/17/2018,23
ARAUCA,6/17/2018,3
ATLANTICO,6/17/2018,17
BOGOTA,6/17/2018,21
BOLIVAR,6/17/2018,15
BOYACA,6/17/2018,3
CALDAS,6/17/2018,3
CAQUETA,6/17/2018,1
CASANARE,6/17/2018,0
CAUCA,6/17/2018,4
CESAR,6/17/2018,3
CHOCO,6/17/2018,7
CORDOBA,6/17/2018,8
CUNDINAMARCA,6/17/2018,8
GUAINIA,6/17/2018,1
GUAVIARE,6/17/2018,0
HUILA,6/17/2018,6
LA GUAJIRA,6/17/2018,4
MAGDALENA,6/17/2018,8
META,6/17/2018,1
NARIÑO,6/17/2018,3
NORTE SANTANDER,6/17/2018,10
PUTUMAYO,6/17/2018,2
QUINDIO,6/17/2018,3
RISARALDA,6/17/2018,2
SAN ANDRES,6/17/2018,1
SANTANDER,6/17/2018,4
SUCRE,6/17/2018,6
TOLIMA,6/17/2018,4
VALLE DEL CAUCA,6/17/2018,19
VAUPES,6/17/2018,0
VICHADA,6/17/2018,0
AMAZONAS,6/24/2018,0
ANTIOQUIA,6/24/2018,25
ARAUCA,6/24/2018,1
ATLANTICO,6/24/2018,9
BOGOTA,6/24/2018,34
BOLIVAR,6/24/2018,6
BOYACA,6/24/2018,8
CALDAS,6/24/2018,0
CAQUETA,6/24/2018,1
CASANARE,6/24/2018,0
CAUCA,6/24/2018,2
CESAR,6/24/2018,9
CHOCO,6/24/2018,2
CORDOBA,6/24/2018,12
CUNDINAMARCA,6/24/2018,8
GUAINIA,6/24/2018,0
GUAVIARE,6/24/2018,0
HUILA,6/24/2018,4
LA GUAJIRA,6/24/2018,13
MAGDALENA,6/24/2018,9
META,6/24/2018,3
NARIÑO,6/24/2018,9
NORTE SANTANDER,6/24/2018,6
PUTUMAYO,6/24/2018,2
QUINDIO,6/24/2018,4
RISARALDA,6/24/2018,5
SAN ANDRES,6/24/2018,0
SANTANDER,6/24/2018,4
SUCRE,6/24/2018,4
TOLIMA,6/24/2018,4
VALLE DEL CAUCA,6/24/2018,12
VAUPES,6/24/2018,0
VICHADA,6/24/2018,0
AMAZONAS,7/1/2018,0
ANTIOQUIA,7/1/2018,30
ARAUCA,7/1/2018,0
ATLANTICO,7/1/2018,16
BOGOTA,7/1/2018,26
BOLIVAR,7/1/2018,5
BOYACA,7/1/2018,2
CALDAS,7/1/2018,2
CAQUETA,7/1/2018,2
CASANARE,7/1/2018,2
CAUCA,7/1/2018,4
CESAR,7/1/2018,6
CHOCO,7/1/2018,8
CORDOBA,7/1/2018,14
CUNDINAMARCA,7/1/2018,10
GUAINIA,7/1/2018,1
GUAVIARE,7/1/2018,1
HUILA,7/1/2018,6
LA GUAJIRA,7/1/2018,8
MAGDALENA,7/1/2018,6
META,7/1/2018,6
NARIÑO,7/1/2018,6
NORTE SANTANDER,7/1/2018,3
PUTUMAYO,7/1/2018,1
QUINDIO,7/1/2018,2
RISARALDA,7/1/2018,0
SAN ANDRES,7/1/2018,0
SANTANDER,7/1/2018,6
SUCRE,7/1/2018,7
TOLIMA,7/1/2018,7
VALLE DEL CAUCA,7/1/2018,12
VAUPES,7/1/2018,0
VICHADA,7/1/2018,0
AMAZONAS,7/8/2018,2
ANTIOQUIA,7/8/2018,24
ARAUCA,7/8/2018,1
ATLANTICO,7/8/2018,17
BOGOTA,7/8/2018,24
BOLIVAR,7/8/2018,6
BOYACA,7/8/2018,5
CALDAS,7/8/2018,3
CAQUETA,7/8/2018,1
CASANARE,7/8/2018,2
CAUCA,7/8/2018,6
CESAR,7/8/2018,3
CHOCO,7/8/2018,2
CORDOBA,7/8/2018,16
CUNDINAMARCA,7/8/2018,12
GUAINIA,7/8/2018,0
GUAVIARE,7/8/2018,1
HUILA,7/8/2018,2
LA GUAJIRA,7/8/2018,6
MAGDALENA,7/8/2018,5
META,7/8/2018,5
NARIÑO,7/8/2018,6
NORTE SANTANDER,7/8/2018,4
PUTUMAYO,7/8/2018,2
QUINDIO,7/8/2018,1
RISARALDA,7/8/2018,0
SAN ANDRES,7/8/2018,0
SANTANDER,7/8/2018,2
SUCRE,7/8/2018,7
TOLIMA,7/8/2018,2
VALLE DEL CAUCA,7/8/2018,14
VAUPES,7/8/2018,0
VICHADA,7/8/2018,1
AMAZONAS,7/15/2018,1
ANTIOQUIA,7/15/2018,21
ARAUCA,7/15/2018,0
ATLANTICO,7/15/2018,10
BOGOTA,7/15/2018,27
BOLIVAR,7/15/2018,15
BOYACA,7/15/2018,4
CALDAS,7/15/2018,3
CAQUETA,7/15/2018,4
CASANARE,7/15/2018,1
CAUCA,7/15/2018,11
CESAR,7/15/2018,5
CHOCO,7/15/2018,5
CORDOBA,7/15/2018,11
CUNDINAMARCA,7/15/2018,9
GUAINIA,7/15/2018,1
GUAVIARE,7/15/2018,0
HUILA,7/15/2018,3
LA GUAJIRA,7/15/2018,3
MAGDALENA,7/15/2018,6
META,7/15/2018,5
NARIÑO,7/15/2018,2
NORTE SANTANDER,7/15/2018,5
PUTUMAYO,7/15/2018,1
QUINDIO,7/15/2018,1
RISARALDA,7/15/2018,2
SAN ANDRES,7/15/2018,0
SANTANDER,7/15/2018,8
SUCRE,7/15/2018,4
TOLIMA,7/15/2018,6
VALLE DEL CAUCA,7/15/2018,15
VAUPES,7/15/2018,1
VICHADA,7/15/2018,0
AMAZONAS,7/22/2018,2
ANTIOQUIA,7/22/2018,33
ARAUCA,7/22/2018,2
ATLANTICO,7/22/2018,15
BOGOTA,7/22/2018,22
BOLIVAR,7/22/2018,12
BOYACA,7/22/2018,3
CALDAS,7/22/2018,1
CAQUETA,7/22/2018,2
CASANARE,7/22/2018,3
CAUCA,7/22/2018,9
CESAR,7/22/2018,4
CHOCO,7/22/2018,2
CORDOBA,7/22/2018,9
CUNDINAMARCA,7/22/2018,8
GUAINIA,7/22/2018,0
GUAVIARE,7/22/2018,0
HUILA,7/22/2018,7
LA GUAJIRA,7/22/2018,8
MAGDALENA,7/22/2018,8
META,7/22/2018,3
NARIÑO,7/22/2018,7
NORTE SANTANDER,7/22/2018,6
PUTUMAYO,7/22/2018,1
QUINDIO,7/22/2018,0
RISARALDA,7/22/2018,5
SAN ANDRES,7/22/2018,0
SANTANDER,7/22/2018,7
SUCRE,7/22/2018,8
TOLIMA,7/22/2018,3
VALLE DEL CAUCA,7/22/2018,20
VAUPES,7/22/2018,0
VICHADA,7/22/2018,0
AMAZONAS,7/29/2018,0
ANTIOQUIA,7/29/2018,23
ARAUCA,7/29/2018,1
ATLANTICO,7/29/2018,15
