exec_date,index,entity,period,total,mean,stdev,min,p25,p50,p75,max,no_data,pv_period,pv_value,pv_min_lim,pv_max_lim,var_coef
2020-12-16 11:40:22.538824,126,13000,10,1022.0647,113.5627,45.0626,2.0009,104.8247,121.549,132.7037,167.1844,1,2020-2019,0.0,-0.2062,0.0,134.1886
2020-12-16 11:40:22.538824,127,13000,11,1047.4265,130.9283,28.6012,87.3456,113.7308,127.4586,149.0776,177.7155,2,2020-2019,0.0,-0.1702,0.1367,134.1886
2020-12-16 11:40:22.538824,128,13000,12,1106.3632,138.2954,32.7181,76.069,119.173,142.8143,168.8424,176.2,2,2020-2019,0.0,-0.1372,0.0426,134.1886
2020-12-16 11:40:22.538824,129,13000,13,945.3429,105.0381,44.6037,0.046,87.9873,108.9802,135.027,156.3453,1,2020-2019,0.0,-0.9995,2368.1348,134.1886
2020-12-16 11:40:22.538824,130,15000,1,2165.6168,270.7021,117.2166,0.1571,257.8565,319.5272,335.9704,384.0975,2,2020-2019,-0.0905,-0.1436,0.1,157.3704
2020-12-16 11:40:22.538824,131,15000,2,2199.0754,274.8844,115.9859,0.3928,261.0064,291.0498,351.6807,405.0729,2,2020-2019,-0.0145,-0.1333,0.1486,157.3704
2020-12-16 11:40:22.538824,132,15000,3,5575.2688,619.4743,975.9547,0.8642,251.6312,302.208,385.2277,3360.6107,1,2020-2019,-0.1909,-0.0367,0.201,157.3704
2020-12-16 11:40:22.538824,133,15000,4,4458.8356,495.4262,651.0612,0.0786,289.743,311.9009,319.3913,2316.5091,1,2020-2019,-0.6862,-0.1114,0.0641,157.3704
2020-12-16 11:40:22.538824,134,15000,5,7503.9137,833.7682,1067.1433,243.5617,298.9736,328.7793,433.0389,3618.858,1,2020-2019,0.0,-0.9033,10.9469,157.3704
2020-12-16 11:40:22.538824,135,15000,6,3878.7457,484.8432,529.8229,243.9228,273.6256,284.8102,312.2001,1884.6771,2,2020-2019,0.0,-0.2892,0.3407,157.3704
2020-12-16 11:40:22.538824,136,15000,7,1891.8186,270.2598,24.9114,236.7174,250.4796,270.4938,284.4634,314.7214,3,2020-2019,0.0,-0.1878,0.1178,157.3704
2020-12-16 11:40:22.538824,137,15000,8,2013.3603,251.67,69.1763,74.8661,255.8482,277.5918,287.0017,299.786,2,2020-2019,0.0,-0.0226,0.0829,157.3704
2020-12-16 11:40:22.538824,138,15000,9,2421.317,302.6646,60.5591,187.0468,276.35,310.6674,334.4995,390.044,2,2020-2019,0.0,-0.2008,0.0613,157.3704
2020-12-16 11:40:22.538824,139,15000,10,2213.0172,276.6272,17.6632,254.3923,266.0275,272.2456,288.404,305.7348,2,2020-2019,0.0,-0.0617,0.0,157.3704
2020-12-16 11:40:22.538824,140,15000,11,2341.5276,292.691,29.137,258.4251,271.0351,283.6532,310.1216,349.0068,2,2020-2019,0.0,0.0,0.0814,157.3704
2020-12-16 11:40:22.538824,141,15000,12,2192.5108,274.0638,64.6398,200.2519,245.6944,254.2812,275.1389,432.8412,2,2020-2019,0.0,-0.1381,0.1247,157.3704
2020-12-16 11:40:22.538824,142,15000,13,1843.649,184.3649,100.941,0.2357,142.5376,231.9942,254.7992,278.7034,0,2020-2019,0.0,-0.9896,94.5627,157.3704
2020-12-16 11:40:22.538824,143,68001,1,4276.8034,610.9719,273.0595,359.0167,400.17,525.7858,696.2398,1199.1814,3,2020-2019,-0.1717,0.0,0.3292,136.336
2020-12-16 11:40:22.538824,144,68001,2,5286.1955,755.1708,213.9609,511.2292,609.4422,734.4906,816.4065,1188.7784,3,2020-2019,-0.0205,0.0,0.2189,136.336
2020-12-16 11:40:22.538824,145,68001,3,4971.9214,710.2745,318.2425,384.657,450.5687,568.528,921.1906,1275.2178,3,2020-2019,-0.1906,-0.2636,1.2616,136.336
